order_id|order_date|ship_date|platform|category|product_name|unit_price|quantity|gross_sales|campaign|voucher_code|discount_pct|discount_value|shipping_cost|net_sales|payment_method|customer_segment|region|stock_status|order_status|customer_rating|priority_flag
ORD01287|08-26-2024|2024/09/02|BLIBLI|Sports|Yoga Mat|243585|8|1948680|Payday Sale|DISC15|15|292302|25000|1656378|Credit Card|Returning|Jakarta|In Stock|completed|4.0|N
ORD00079|07-26-2024|07-29-2024|TikTok Shop|Electronics|Smartwatch|800888|5|4004440|Mega Campaign|DISC20|20|800888|25000|3203552|COD|Returning|Medan|In Stock|DELIVERED|4.0|normal
ORD01162|06/08/2024|08-11-2024|Lazada|Beauty|Skincare Serum|182033|2|364066|Clearance|CLEAR30|30|109220|25000|254846|Credit Card|Returning|Medan|In Stock|DELIVERED|4.0|
ORD00033|2024-01-04|06/01/2024| lazada |Beauty|Sunscreen |312182|2|624364|Clearance|CLEAR30|30|187309|18000|437055|Credit Card|VIP|Surabaya|In Stock|completed|5.0|Y
ORD01667|2024/01/11|15/01/2024|Lazada| home living |Storage Box|341000|2|682000|Normal Day|NONE|0|0|9000|682000|Virtual Account|Returning|Semarang|In Stock| delivered |4.0|No
ORD00369|2024/04/22|29/04/2024|Tokopedia|Beauty|Body Lotion|333102|2|666204|Normal Day|NONE|0|0|15000|666204|Credit Card|Returning|Medan|Preorder|delivered|5.0|N
ORD00395|2024/05/24|27/05/2024|Tokopedia|Fashion|Jeans|173479|6|1040874|Payday Sale|DISC15|15|156131|15000|884743|COD|New|Bekasi|In Stock|completed|4.0|N
ORD00368|07-10-2024|2024/07/12|Shopee|Fashion|Hoodie|446009|5|2230045|Mega Campaign|DISC20|20|446009|9000|1784036|Credit Card|New|Surabaya|In Stock|DELIVERED|5.0|PRIORITY
ORD00164|2024/10/22|28/10/2024| lazada |Beauty|Lip Tint|69592|8|556736|Normal Day|NONE|0|0|18000|556736|E-Wallet|New|Yogyakarta|Low Stock|DELIVERED|3.0|normal
ORD00204|06-18-2024|25/06/2024|Lazada|Fashion|Men T-Shirt|351631|3|1054893|Normal Day|NONE|0|0|25000|1054893|Transfer Bank|VIP|Surabaya|Preorder|shipped||Y
ORD01380|17/01/2024|2024/01/21|Blibli|Beauty|Lip Tint|39484|5|Rp 197.420|Payday Sale|DISC15|15|29613|18000|167807|COD|Returning|Yogyakarta|In Stock|On Delivery||normal
ORD00939|08-05-2024|2024/08/09|Tokopedia|Beauty|Sunscreen|345397|2|690794|Payday Sale|DISC15|15|103619|15000|-587175|Transfer Bank|New|Makassar|In Stock|returned|2.0|N
ORD00942|05-08-2024|05-10-2024|Blibli|Sports|Skipping Rope|607358|4|2429432|Mega Campaign|DISC20|20|485886|9000|1943546|COD|New|Bandung|Low Stock|Delivered||N
ORD00783|06-29-2024|| tokopedia |Fashion|Sneakers|120121|1|120121|Flash Sale|DISC10|10|12012|20000|0|COD|VIP|Bekasi|Low Stock|CANCEL||PRIORITY
ORD01853|10-03-2024|10-10-2024|TikTok Shop|Electronics|Bluetooth Speaker|1825654|3|5476962|Flash Sale|DISC10|10|Rp 547.696|18000|4929266|COD|Returning|Bandung|In Stock|Delivered|3.0|No
ORD01543|2024/09/29|2024-10-09|TikTok Shop|Electronics|Power Bank|2289254|1|2289254|Mega Campaign|DISC20|20|457851|12000|1831403|Transfer Bank|Returning|Semarang|In Stock|delivered|5.0|Y
ORD01304|2024/03/25|30/03/2024|TikTok Shop|Electronics|Smartwatch|741083|2|1482166|Clearance|CLEAR30|30|444650|25000|Rp 1.037.516|CREDIT CARD|VIP|Jakarta|In Stock|delivered|5.0|Y
ORD00421|12/01/2024|01-19-2024|Blibli|Sports|Skipping Rope|314499|6|1886994|Payday Sale|DISC15|15|283049|20000|-1603945|COD|Returning|Surabaya|Low Stock|RETUR|1.0|normal
ORD01199|08/02/2024|10/02/2024|TikTok Shop|Fashion|Women Dress|234470|6|1406820|Flash Sale|DISC10|10|140682|18000|Rp 1.266.138|Transfer Bank|Returning|Yogyakarta|In Stock|Delivered||No
ORD01396|2024/05/12|2024-05-20|Blibli|Electronics|Power Bank|Rp 2.431.624|6|14589744|Mega Campaign|DISC20|20|2917949|9000|11671795|COD|Returning|Surabaya|In Stock|completed|4.0|
ORD00219|2024/05/10|2024-05-11|Blibli|sports|Skipping Rope|90578|3|271734|Payday Sale|DISC15|15|40760|20000|230974|E-Wallet|Returning|Semarang|In Stock|completed|3.0|normal
ORD01966|30/07/2024|2024/08/05|Tokopedia| Electronics |Phone Charger|2275688|3|6827064|Normal Day|NONE|0|0|0|Rp 6.827.064|COD|Returning|Medan|In Stock|completed|3.0|No
ORD01451|2024-08-05|2024/08/06|TikTok Shop|Electronics|Phone Charger|Rp 895.033|2|Rp 1.790.066|Normal Day|NONE|0|0|0|1790066|Virtual Account|VIP|Bandung|In Stock|DELIVERED|5.0|Yes
ORD01892|2024/02/15|2024-02-22|Blibli|Beauty|Face Wash |172968|2|345936|Flash Sale|DISC10|10|34594|12000|311342|E-Wallet|New|Bandung|Low Stock|Delivered|4.0|normal
ORD00589|2024/11/13|11-23-2024|Shopee| fashion |Hoodie|398881|3|1196643|Mega Campaign|DISC20|20|239329|15000|957314|Transfer Bank|Returning|Jakarta|In Stock|delivered|4.0|PRIORITY
ORD01011|08/03/2024|2024/03/12|tokopedia|Electronics|Smartwatch|1411175|8|11289400|Normal Day|NONE|0|0|12000|11289400|E-Wallet|New|Semarang|Low Stock|DELIVERED|5.0|No
ORD00060|06-02-2024||TikTok Shop|Home Living|Vacuum Cleaner|856760|2|1713520|Payday Sale|DISC15|15|257028|0|0|E-Wallet|Returning|Bekasi|In Stock|CANCEL||N
ORD00508|02-04-2024||Lazada|Fashion|Hoodie|593843|2|1187686|Normal Day|NONE|0|0|25000|0|Credit Card|Returning|Surabaya|In Stock|CANCEL||N
ORD00306|2024/07/11|2024/07/18|Lazada| Sports|Skipping Rope|337809|1|337809|Normal Day||0|0|9000|337809|Cash on Delivery|Returning|Bandung|In Stock|Delivered|5.0|normal
ORD00074|28/02/2024||Lazada|beauty|Body Lotion|324107|4|1296428|Mega Campaign|DISC20|20|259286|20000|0| cod |VIP|Makassar|In Stock|Cancelled||Y
ORD00163|2024/05/28|2024/06/01|Tokopedia|Sports|Running Shoes|102165|3|306495|Mega Campaign|DISC20|20|61299|12000|245196|Credit Card|Returning|Yogyakarta|In Stock| delivered |4.0|Y
ORD01344|13/01/2024||Blibli| Beauty|Sunscreen|329369|2|658738|Mega Campaign|DISC20|20|131748|25000|0||New|Bekasi|In Stock|Batal||Y
ORD00535|10-21-2024|2024-10-25|Shopee| Electronics |Power Bank|Rp 1.659.389|1|1659389|Flash Sale|DISC10|10|165939|12000|1493450|Transfer Bank|VIP|Bekasi|In Stock|DELIVERED|5.0|Y
ORD01777|2024-03-08|10/03/2024|Shopee|Home Living|Rice Cooker|366492|2|732984|Normal Day|NONE|0|0|12000|732984|E-Wallet|Returning|Jakarta|In Stock|Delivered||N
ORD01469|20/04/2024|26/04/2024|Lazada|Home Living|Table Lamp|430679|6|2584074|Flash Sale|DISC10|10|258407|15000|2325667|E-Wallet|Returning|Bekasi|In Stock|delivered|5.0|No
ORD01945|10-19-2024|2024-10-20|shopee|Home Living|Table Lamp|114679|3|344037|Normal Day||0|0|9000|344037|ewallet|Returning|Semarang|In Stock|Shipped||normal
ORD00734|03-22-2024|2024/03/29|Blibli|Fashion|Hoodie|77217|8|617736|Normal Day|NONE|0|0|15000|617736|Virtual Account|VIP|Jakarta|In Stock|shipped||PRIORITY
ORD00046|18/10/2024|2024-10-20|TikTok Shop|Sports|Yoga Mat|732509|4|2930036|Payday Sale|DISC15|15|439505|0|2490531|Credit Card|New|Semarang|In Stock|Delivered|4.0|normal
ORD01145|2024-01-18|2024-01-20|Blibli|Home Living|Storage Box|1012833|2|2025666|Normal Day|NONE|0|0|18000|2025666|Transfer Bank|Returning|Medan|In Stock|shipped||
ORD01970|24/10/2024|2024/10/26|Tokopedia|Fashion|Jeans|243049|2|486098|Normal Day|NONE|0|0|15000|-486098|Cash on Delivery|Returning|Bekasi|Preorder|RETUR|2.0|normal
ORD00465|2024-05-06|2024/05/08|Tokopedia|Sports|Dumbbell 5kg|706683|3|2120049|Clearance|CLEAR30|30|636015|18000|1484034|Virtual Account|New|Bekasi|In Stock|completed|5.0|N
ORD01079|29/04/2024|01/05/2024|Tokopedia|Electronics|Wireless Earbuds|Rp 2.346.799|3|7040397|Payday Sale|DISC15|15|1056060|9000|5984337|Virtual Account|New|Bandung|In Stock|delivered|3.0|N
ORD00077|2024/09/26|09-29-2024|Tokopedia|BEAUTY|Face Wash|344218|2|688436|Payday Sale|DISC15|15|103265|9000|585171|credit card|Returning|Surabaya|In Stock|delivered|5.0|normal
ORD01952|23/07/2024|2024/07/31|Blibli|Sports|Skipping Rope|455062|2|Rp 910.124|Mega Campaign|DISC20|20|182025|12000|728099|Transfer Bank|Returning|Bandung|In Stock|DELIVERED|3.0|
ORD01347|26/07/2024|28/07/2024|Shopee|Sports|Running Shoes|760333|2|1520666|Normal Day|NONE|0|0|20000|1520666|Virtual Account|Returning|Jakarta|In Stock|Delivered|5.0|No
ORD00675|2024-12-07|2024-12-08|SHOPEE|Beauty|Skincare Serum|319492|4|1277968|Clearance|CLEAR30|30|383390|9000|894578|E-Wallet|Returning|Yogyakarta|In Stock|DELIVERED|4.0|normal
ORD01323|18/02/2024|2024/02/24|Blibli|Beauty|Body Lotion|208411|2|416822|Payday Sale|DISC15|15|62523|18000|354299|Virtual Account|New|Makassar|Low Stock|delivered|4|N
ORD01034|09-28-2024|10-04-2024|Shopee|Electronics|Smartwatch|1419808|1|1419808|Normal Day|NONE||0|20000|1419808|Credit Card|Returning|Yogyakarta|In Stock|completed||No
ORD00893|2024/05/05|2024/05/07|blibli|Home Living|Blender|138654|4|554616|Payday Sale|DISC15|15|Rp 83.192|15000|-471424|Virtual Account|Returning|Bekasi|In Stock|RETUR|1.0|No
ORD00923|2024/10/27|2024/10/29|Shopee|Electronics|Power Bank |2153559|4|8614236|Normal Day|NONE|0|0|12000|8614236|COD|Returning|Makassar|In Stock|completed|5.0|N
ORD00031|08-31-2024|09-06-2024|Lazada|Home Living|Vacuum Cleaner|1066273|3|3198819|Mega Campaign|DISC20|20|639764|9000|2559055|E-Wallet|Returning|Surabaya|In Stock|delivered|4.0|
ORD01474|2024-03-14|16/03/2024|Tokopedia|Electronics|Power Bank|1161362|1|1161362|Normal Day|NONE|0|0|12000|1161362|Credit Card|New|Yogyakarta|In Stock|Delivered|5.0|No
ORD01539|11-20-2024||Blibli|Home Living|Vacuum Cleaner|485512|3|1456536|Clearance|CLEAR30|30|436961|15000|0|COD|Returning|Bekasi|In Stock|CANCEL||normal
ORD01866|10/12/2024||Blibli|Electronics|Wireless Earbuds|1615011|1|1615011|Normal Day|NONE|0|0|25000|-1615011|Credit Card|New|Surabaya|In Stock|RETUR|2.0|normal
ORD00722|15/03/2024|2024/03/25|Shopee|home living|Storage Box |Rp 561.916|2|1123832|Mega Campaign|DISC20|20|Rp 224.766|25000|899066|E-Wallet|Returning|Bekasi|In Stock|Delivered|5.0|No
ORD01376|10-05-2024|10-07-2024|Tokopedia|Sports|Cycling Gloves|606739|1|606739|Normal Day|NONE|0|0|0|606739|Credit Card|VIP|Semarang|In Stock|completed|5.0|Yes
ORD00858|2024-06-19|23/06/2024|TikTok Shop|Beauty|Lip Tint|52416|6|314496|Mega Campaign|DISC20|20|62899|25000|251597|Virtual Account|Returning|Surabaya|In Stock|delivered|5.0|Yes
ORD00810|08-13-2024|2024/08/16|shopee|Electronics|Power Bank|2296927|3|6890781|Normal Day|NONE|0|0|18000|6890781|Transfer Bank|Returning|Makassar|In Stock|DELIVERED|5.0|No
ORD01577|06-11-2024|16/06/2024|Blibli|Electronics|Wireless Earbuds |824831|4|3299324|Flash Sale||10|329932|25000|2969392|COD|Returning|Makassar|In Stock|Delivered|4.0|N
ORD01594|2024-07-27|08-03-2024|Blibli|Fashion|Men T-Shirt|279837|1|279837|Mega Campaign|DISC20|20|55967|15000|223870|E-Wallet|Returning|Bekasi|Preorder|DELIVERED|5.0|Yes
ORD01402|2024-02-13||Blibli|Electronics|Bluetooth Speaker|1327852|1|1327852|Flash Sale|DISC10|10|132785|0|0|Credit Card|Returning|Yogyakarta|In Stock|Batal||No
ORD01600|2024-07-26|27/07/2024|TikTok Shop|Electronics|Wireless Earbuds|2353312|2|4706624|Normal Day|NONE|0|0|12000|4706624|Transfer Bank|Returning|Jakarta|In Stock|delivered|5.0|No
ORD00045|15/10/2024|10-22-2024|TikTok Shop|Beauty|Face Wash|322590|2|645180|Normal Day|NONE||0|18000|645180|Virtual Account|New|Bekasi|In Stock|DELIVERED|5.0|N
ORD00394|09/12/2024|2024-12-16|TikTok Shop|Beauty|Face Wash|175424|1|175424|Flash Sale|DISC10|10|17542|9000|157882|Virtual Account|VIP|Medan|Low Stock|delivered|4.0|
ORD00169|2024-09-28|09-30-2024|TikTok Shop|Sports|Yoga Mat|698589|1|Rp 698.589|Normal Day|NONE|0|0|20000|698589|E-Wallet|New|Bandung|In Stock|On Delivery||N
ORD00304|2024/10/31|11-05-2024|Lazada| Electronics |Smartwatch|789908|5|3949540|Mega Campaign|DISC20|20|789908|0|3159632|E-Wallet|Returning|Surabaya|In Stock|DELIVERED|5.0|Y
ORD01300|10-29-2024|2024/11/01|TikTok Shop|Fashion|Women Dress|Rp 420.862|3|Rp 1.262.586|Payday Sale|DISC15|15|189388|0|1073198|Transfer Bank|Returning|Bekasi|In Stock|Delivered|5.0|N
ORD00433|07/09/2024|2024-09-11|TikTok Shop|Home Living|Storage Box|937243|3|2811729|Normal Day|NONE|0|0|25000|2811729|VA|Returning|Yogyakarta|In Stock|delivered|4.0|N
ORD01960|2024/04/13|2024/04/16|Tokopedia|Beauty|Face Wash|305978|2|611956|Normal Day|NONE|0|0|0|Rp 611.956|Virtual Account|New|Surabaya|In Stock|completed|4.0|normal
ORD01406|04-20-2024|22/04/2024|TikTok Shop|Fashion|Women Dress|339756|5|1698780|Flash Sale|DISC10|10|169878|0|-1528902|E-Wallet|New|Bandung|In Stock|returned|2.0|normal
ORD01993|2024/01/12|01-16-2024|Blibli|Beauty|Skincare Serum|127375|6|764250|Flash Sale|DISC10|10|76425|20000|687825|E Wallet|Returning|Bandung|Preorder|delivered|4.0|No
ORD00680|2024-09-04|2024/09/12|TikTok Shop|Sports|Dumbbell 5kg|554034|4|2216136|Mega Campaign|DISC20|20|443227|25000|1772909|Cash on Delivery|Returning|Yogyakarta|In Stock|DELIVERED|5.0|Yes
ORD01443|23/08/2024|2024/08/27|Blibli|Electronics|Phone Charger|1663575|1|1663575|Mega Campaign|DISC20|20|332715|0|1330860|E-Wallet|New|Surabaya|In Stock|delivered|5.0|Yes
ORD00553|06/09/2024|09-09-2024|Tokopedia|Electronics|Power Bank|1129141|1|1129141|Normal Day|NONE|0|0|12000|1129141|Credit Card|Returning|Surabaya|Preorder|delivered|3.0|normal
ORD01592|2024/09/02|09-07-2024|TikTok Shop|Beauty|Lip Tint|332278|1|332278|Flash Sale|DISC10|10|33228|18000|299050|Credit Card|Returning|Bandung|Low Stock|Delivered|3.0|No
ORD01861|2024/06/21||Shopee|Beauty|Lip Tint|333482|8|2667856|Clearance|CLEAR30|30|800357|20000|1867499|E-WALLET|New|Makassar|In Stock|completed||normal
ORD01879|2024/02/28|2024/03/04|Shopee|Sports|Cycling Gloves|157455|4|629820|Mega Campaign|DISC20|20|125964|9000|-503856|COD|New|Makassar|In Stock|returned|2.0|Yes
ORD01044|2024/11/23|11-30-2024|TikTok Shop|Fashion|Men T-Shirt|555750|8|4446000|Payday Sale|DISC15|15|666900|0|3779100|Credit Card|Returning|Bandung|In Stock|delivered|4|N
ORD00531|2024/06/10|12/06/2024|Shopee|Fashion|Sneakers|594112|4|2376448|Normal Day||0|0|12000|2376448|E-Wallet|New|Semarang|In Stock|completed|4.0|normal
ORD01363|18/02/2024|22/02/2024|shopee|Beauty|Skincare Serum|344305|5|1721525|Normal Day|NONE|0|0|9000|1721525|credit card|Returning|Surabaya|In Stock|Delivered|4.0|
ORD00384|05-27-2024|2024-05-30|TikTok Shop|Fashion|Hoodie|216347|4|865388|Normal Day|NONE|0|0|9000|865388|Credit Card|VIP|Bandung|In Stock|Delivered|4.0|Yes
ORD00186|2024-11-10|11/11/2024|Blibli|Sports|Skipping Rope|617438|1|617438|Clearance|CLEAR30|30|185231|15000|432207|Transfer Bank|Returning|Jakarta|In Stock|completed|5.0|No
ORD01532|01-01-2024|2024-01-08|Lazada|sports|Yoga Mat|116738|3|350214|Flash Sale|DISC10|10|35021|0|Rp 315.193|E-Wallet|New|Makassar|Preorder|completed|5.0|No
ORD00430|2024/10/29|2024/11/02|Lazada|Electronics|Smartwatch |724981|1|724981|Clearance|CLEAR30|30|217494|20000|507487|Virtual Account|New|Yogyakarta|In Stock|shipped||normal
ORD00549|20/09/2024|26/09/2024|Lazada|Sports|Yoga Mat|788851|3|2366553|Normal Day|NONE|0|0|15000|2366553|Virtual Account|Returning|Jakarta|In Stock|completed|5.0|
ORD01224|03/02/2024|10/02/2024|Lazada| Beauty|Skincare Serum|Rp 101.592|2|203184|Normal Day|NONE|0|0|20000|203184|E-Wallet|Returning|Bandung|In Stock|Delivered|5.0|No
ORD00301|25/09/2024|2024/09/27|blibli|ELECTRONICS|Smartwatch|2344629|3|7033887|Normal Day|NONE|0|0|9000|7033887|E-Wallet|New|Medan|In Stock|completed|5.0|No
ORD00375|2024/09/13|2024-09-19|Shopee|Sports|Yoga Mat|878759|8|7030072|Normal Day|NONE|0|0|20000|7030072|Credit Card|Returning|Semarang|Low Stock|Shipped||normal
ORD00938|2024/05/09|2024/05/10|TikTok Shop|Fashion|Jeans|261834|1|Rp 261.834|Flash Sale|DISC10|10|26183|9000|235651|Transfer Bank|Returning|Bandung|In Stock|DELIVERED|5|normal
ORD01822|04/04/2024|2024/04/12|TikTok Shop|FASHION|Women Dress|535696|3|1607088|Mega Campaign|DISC20|20|321418|0|1285670|E-Wallet|Returning|Makassar|In Stock|Delivered|4.0|PRIORITY
ORD01627|2024-06-01|06/06/2024|SHOPEE|Electronics|Wireless Earbuds |1409972|1|1409972|Flash Sale|DISC10|10|140997|18000|1268975|E-Wallet|Returning|Bekasi|Low Stock|DELIVERED|4.0|No
ORD00367|06-15-2024|2024-06-19|Shopee|Fashion|Men T-Shirt|502637|4|2010548|Normal Day|NONE|0|Rp 0|0|2010548|Credit Card|Returning|Surabaya|Low Stock|completed|5.0|No
ORD01968|2024/05/28|02/06/2024|Blibli|Home Living|Blender|507899|3|1523697|Clearance|CLEAR30|30|457109|15000|Rp 1.066.588|Credit Card|New|Jakarta|Low Stock|delivered|5.0|normal
ORD01388|2024/11/18|20/11/2024| tiktok shop |Beauty|Body Lotion|178368|2|356736|Flash Sale|DISC10|10|35674|15000|Rp 321.062|Virtual Account|New|Yogyakarta|In Stock|Delivered|4.0|No
ORD01526|10-23-2024|2024/10/24|Shopee|Sports|Dumbbell 5kg|539636|1|539636|Payday Sale|DISC15|15|80945|25000|458691|Transfer Bank|New|Semarang|In Stock|DELIVERED|4.0|
ORD00176|07-07-2024|2024-07-14|Tokopedia|fashion|Sneakers|190936|3|572808|Payday Sale|DISC15|15|85921|0|Rp 486.887||Returning|Bekasi|In Stock|delivered|5.0|No
ORD00908|2024-01-20|01-24-2024|TikTok Shop|Sports|Yoga Mat|449850|5|2249250|Flash Sale|DISC10|10|224925|25000|2024325|VA|Returning|Surabaya|In Stock|Delivered|4.0|normal
ORD00706|04-21-2024|2024/04/27|Shopee|Beauty|Lip Tint|191366|3|574098|Normal Day|NONE|0|0|25000|574098|Virtual Account|Returning|Makassar|In Stock|completed|5.0|No
ORD01771|25/12/2024|2024/12/31|Tokopedia|Beauty|Sunscreen|327558|3|982674|Normal Day|NONE|0|0|25000|982674|E-Wallet|Returning|Semarang|In Stock| delivered |4.0|No
ORD00124|03-09-2024||Tokopedia|Home Living|Blender|1037398|5|5186990|Mega Campaign|DISC20|20|1037398|18000|0|E-Wallet|Returning|Yogyakarta|In Stock|CANCEL||Y
ORD01721|17/05/2024|2024/05/20|Lazada|SPORTS|Dumbbell 5kg|662214|1|662214|Normal Day|NONE|0|0|0|662214|transfer bank|VIP|Yogyakarta|Low Stock|Delivered|3.0|PRIORITY
ORD00479|2024/06/30|2024/07/01|TikTok Shop|Home Living|Storage Box|338720|1|Rp 338.720|Payday Sale|DISC15|15|50808|0|Rp 287.912|COD|Returning|Surabaya|In Stock|delivered|3.0|normal
ORD00577|04-30-2024|2024-05-01|Lazada| beauty |Face Wash|220001|2|440002|Normal Day|NONE|0|0|0|440002|COD|Returning|Yogyakarta|In Stock|delivered|4.0|No
ORD00040|18/04/2024|2024/04/23|Shopee|Beauty|Sunscreen|342556|3|1027668|Payday Sale|DISC15|15|154150|0|873518|Transfer Bank|VIP|Yogyakarta|In Stock|completed|5.0|Yes
ORD01813|2024-12-12|2024/12/19|Blibli| Electronics |Bluetooth Speaker|962967|1|962967|Clearance|CLEAR30|30|288890|20000|674077|E-Wallet|New|Jakarta|In Stock|completed|4.0|normal
ORD00765|2024-03-24|31/03/2024|Shopee|Electronics|Bluetooth Speaker|935960|3|2807880|Mega Campaign|DISC20|20|561576|18000|2246304|Bank Transfer|Returning|Jakarta|In Stock|completed|5.0|Yes
ORD00332|10-04-2024|2024/10/06|TikTok Shop|BEAUTY|Body Lotion|Rp 104.216|4|416864|Normal Day|NONE|0|0|9000|416864|ewallet|Returning|Jakarta|Low Stock|DELIVERED|5.0|normal
ORD00916|30/08/2024|2024/09/02|Shopee|Home Living|Storage Box|517454|4|2069816|Normal Day|NONE|0|0|12000|2069816|Credit Card|Returning|Semarang|In Stock|Delivered||
ORD00195|07-11-2024|2024/07/12|Lazada|Electronics|Bluetooth Speaker|1026162|3|3078486|Payday Sale|DISC15|15|461773|25000|-2616713|Credit Card|Returning|Surabaya|In Stock|RETUR|2.0|No
ORD01055|29/09/2024|2024/10/01|TikTok Shop|Sports|Dumbbell 5kg|454385|4|1817540|Normal Day|NONE|0|0|15000|1817540|Virtual Account|VIP|Bandung|In Stock|Delivered|4.0|PRIORITY
ORD01335|13/09/2024|09-20-2024| tiktok shop |Home Living|Table Lamp|Rp 72.607|5|363035|Normal Day|NONE|0|0|12000|363035|Transfer Bank|Returning|Bekasi|In Stock|Delivered|4.0|No
ORD01743|04-20-2024|2024/04/25|BLIBLI|Sports|Dumbbell 5kg|604078|6|3624468|Mega Campaign|DISC20|20|724894|18000|2899574|Virtual Account|VIP|Bandung|Low Stock|completed|4.0|Yes
ORD00323|25/02/2024|2024/03/03|TikTok Shop|Sports|Skipping Rope|Rp 487.798|3|1463394|Mega Campaign|DISC20|20|292679|18000|1170715|Virtual Account|Returning|Yogyakarta|Low Stock|completed|4.0|N
ORD01217|11/10/2024|14/10/2024|Lazada|beauty|Sunscreen|119637|4|478548|Flash Sale|DISC10|10|47855|20000|430693|VA|Returning|Yogyakarta|In Stock|DELIVERED|5.0|N
ORD00267|12/07/2024|2024/07/13|Lazada| SPORTS|Cycling Gloves|655332|5|3276660|Flash Sale|DISC10|10|327666|25000|2948994|Transfer Bank|Returning|Makassar|In Stock|completed|5.0|N
ORD01563|2024/06/30||Shopee|Electronics|Power Bank|100407|6|602442|Normal Day|NONE|0|0|9000|0|Transfer Bank|VIP|Yogyakarta|Low Stock|CANCEL||PRIORITY
ORD01454|2024/02/06|02-08-2024|Tokopedia|Beauty|Sunscreen|36415|1|36415|Clearance|CLEAR30|30|10924|0|25491|COD|Returning|Jakarta|In Stock|DELIVERED|4.0|No
ORD00068|2024/05/21|2024-05-22|Lazada|Fashion|Women Dress|332829|3|998487|Normal Day|NONE|0|0|25000|998487|Transfer Bank|Returning|Semarang|In Stock|Delivered|4.0|No
ORD00977|11-23-2024|29/11/2024|Tokopedia|Electronics|Bluetooth Speaker|Rp 1.831.976|3|5495928|Mega Campaign|DISC20|20|1099186|9000|4396742|Virtual Account|VIP|Makassar|In Stock|delivered|5.0|PRIORITY
ORD01457|2024/01/25|2024-02-01|TikTok Shop|Beauty|Lip Tint|80124|1|80124|Normal Day|NONE|0|0|0|80124|transfer bank|New|Surabaya|In Stock|shipped||N
ORD00744|31/08/2024|09-01-2024|Shopee|Fashion|Men T-Shirt|Rp 295.437|2|590874|Normal Day|NONE|0|0|18000|590874|Virtual Account|New|Yogyakarta|In Stock|Delivered|4.0|normal
ORD01817|2024/06/09|2024-06-12|Shopee|Beauty|Sunscreen|108012|1|108012|Mega Campaign|DISC20|20|21602|15000|86410|COD|Returning|Semarang|In Stock|shipped||
ORD00584|01-25-2024|2024/01/30|Blibli|Beauty|Face Wash|216986|3|650958|Mega Campaign|DISC20|20|130192|18000|520766|E-Wallet|Returning|Makassar|In Stock|completed|5.0|No
ORD00496|2024-02-23|27/02/2024|Tokopedia|Sports|Dumbbell 5kg|248665|8|1989320|Normal Day|NONE|0|0|0|1989320|COD|Returning|Jakarta|In Stock|delivered|5.0|No
ORD01794|04-17-2024|23/04/2024| shopee |Home Living|Vacuum Cleaner|791306|2|1582612|Clearance|CLEAR30|30|474784|0|1107828|E Wallet|New|Semarang|In Stock|On Delivery||normal
ORD00472|2024-02-03|2024/02/10|Shopee|Sports|Dumbbell 5kg|588489|2|1176978|Flash Sale|DISC10|10|117698|20000|1059280|COD|Returning|Yogyakarta|In Stock|Delivered|4.0|N
ORD01006|2024/09/25|2024-09-28|Tokopedia|Electronics|Power Bank|1867822|3|5603466|Normal Day|NONE|0|0|18000|5603466|E-Wallet|VIP|Makassar|In Stock|delivered|4.0|
ORD00910|11-30-2024|04/12/2024|Shopee|Home_Living|Storage Box|491549|8|3932392|Mega Campaign|DISC20|20|Rp 786.478|15000|3145914|Credit Card|New|Surabaya|Low Stock|delivered|5.0|N
ORD01315|01-04-2024|11/01/2024|Tokopedia|Sports|Yoga Mat|866970|3|2600910|Payday Sale|DISC15|15|390136|12000|2210774|Virtual Account|Returning|Bekasi|In Stock|DELIVERED|5.0|normal
ORD01661|2024/11/09||Tokopedia|Home Living|Storage Box|66643|4|266572|Normal Day|NONE|0|0|0|0|E-Wallet|Returning|Bekasi|In Stock|cancelled||normal
ORD01973|2024/01/10|01-16-2024|Lazada|Beauty|Body Lotion|162340|4|649360|Normal Day|NONE|0|0|0|649360|Virtual Account|Returning|Makassar|In Stock|DELIVERED|5.0|No
ORD00495|2024/06/18|2024-06-23|Blibli| Sports|Skipping Rope|449611|1|449611|Normal Day|NONE|0|0|0|449611|COD|New|Bandung|Low Stock| delivered |3.0|normal
ORD01955|09-20-2024|09-22-2024|Tokopedia|Beauty|Sunscreen|202693|1|202693|Clearance|CLEAR30|30|Rp 60.808|20000|141885|E-Wallet|Returning|Semarang|In Stock|DELIVERED|4.0|normal
ORD01413|08-08-2024|2024-08-13|Blibli|Beauty|Face Wash|232592|10|2325920|Payday Sale|DISC15|15|348888|12000|1977032|E-Wallet|VIP|Makassar|Preorder|Shipped||Yes
ORD01692|06-01-2024|2024/06/08|Shopee|Electronics|Phone Charger|429446|1|429446|Clearance|CLEAR30|30|128834|20000|Rp 300.612|Virtual Account|Returning|Jakarta|In Stock|completed|5.0|No
ORD01557|2024-12-13|2024-12-16|Lazada|Home Living|Vacuum Cleaner|1083784|1|1083784|Normal Day||0|0|9000|1083784|E-Wallet|VIP|Semarang|In Stock|completed|5.0|Yes
ORD01606|01/08/2024|2024/08/03|TikTok Shop|Beauty|Face Wash|84027|4|336108|Normal Day|NONE|0|0|12000|336108|COD|VIP|Semarang|In Stock|delivered|5.0|Y
